,label
protein-42074,1
protein-50873,1
protein-33157,0
protein-27897,1
protein-50511,0
protein-62745,1
protein-60673,0
protein-36251,0
protein-55314,0
protein-57840,0
protein-57303,1
protein-52676,0
protein-2162,0
protein-12336,1
protein-12614,1
protein-27423,1
protein-23851,1
protein-5014,0
protein-47339,0
protein-35040,1
protein-56298,1
protein-31235,1
protein-43333,0
protein-50322,1
protein-58194,0
protein-13432,1
protein-2785,0
protein-5200,0
protein-42902,0
protein-19215,0
protein-30953,0
protein-46002,1
protein-1537,0
protein-1221,0
protein-13686,1
protein-11311,0
protein-16107,1
protein-64335,0
protein-8172,1
protein-23784,1
protein-19718,0
protein-29117,0
protein-13070,1
protein-21582,1
protein-6537,1
protein-40781,0
protein-17118,0
protein-1415,1
protein-58995,1
protein-47413,0
protein-34136,1
protein-18755,1
protein-6758,1
protein-25506,1
protein-63990,0
protein-57106,1
protein-44626,1
protein-33822,0
protein-21865,0
protein-45439,1
protein-38386,1
protein-713,0
protein-12083,1
protein-34907,1
protein-3428,0
protein-47441,0
protein-46631,1
protein-55256,1
protein-15470,1
protein-33324,1
protein-3841,0
protein-5326,0
protein-9173,1
protein-58805,1
protein-20614,1
protein-17010,1
protein-36607,1
protein-31789,1
protein-7030,1
protein-33138,0
protein-21202,1
protein-19175,0
protein-44480,1
protein-11437,0
protein-13322,1
protein-45297,1
protein-9521,0
protein-21285,1
protein-477,0
protein-60419,1
protein-42802,0
protein-48773,1
protein-34412,1
protein-37865,0
protein-34690,1
protein-54965,0
protein-37386,1
protein-26685,1
protein-20572,1
protein-22618,1
protein-42938,0
protein-21975,0
protein-9282,0
protein-41948,1
protein-4465,0
protein-24051,0
protein-17053,0
protein-56151,0
protein-63447,0
protein-49185,0
protein-62778,1
protein-39330,1
protein-37224,1
protein-34260,1
protein-50135,0
protein-27092,1
protein-49514,0
protein-27456,1
protein-21105,1
protein-45751,1
protein-32427,1
protein-29017,1
protein-21374,1
protein-34449,1
protein-55636,1
protein-3243,0
protein-30527,0
protein-34367,1
protein-17645,0
protein-50779,1
protein-52290,0
protein-50383,1
protein-19091,0
protein-18875,0
protein-54559,1
protein-698,0
protein-36624,1
protein-28033,1
protein-11349,0
protein-41531,1
protein-34500,1
protein-39857,0
protein-370,1
protein-46311,1
protein-35407,0
protein-51427,1
protein-23312,0
protein-47677,0
protein-49703,0
protein-64534,0
protein-42464,1
protein-1034,0
protein-30464,0
protein-52148,0
protein-42180,1
protein-36824,0
protein-15216,1
protein-60783,1
protein-46322,1
protein-24154,0
protein-13169,1
protein-27628,1
protein-30411,0
protein-42527,1
protein-54721,1
protein-18193,0
protein-24047,0
protein-26832,0
protein-48498,0
protein-6690,1
protein-41931,1
protein-29343,1
protein-3790,0
protein-60125,0
protein-5254,0
protein-26102,1
protein-19111,0
protein-46007,1
protein-25771,1
protein-56841,1
protein-31209,1
protein-42977,0
protein-23373,0
protein-32453,1
protein-7948,1
protein-17122,0
protein-6014,1
protein-11260,0
protein-24540,0
protein-32745,0
protein-27380,1
protein-23935,1
protein-48205,0
protein-17134,0
protein-20769,0
protein-36055,0
protein-61779,1
protein-48180,0
protein-24317,0
protein-51295,1
protein-49805,0
protein-4066,1
protein-26046,1
protein-49964,0
protein-24322,0
protein-15335,1
protein-59088,1
protein-54210,0
protein-52408,0
protein-24375,1
protein-54291,1
protein-33446,0
protein-62163,1
protein-56003,1
protein-48945,0
protein-32419,1
protein-36545,1
protein-579,0
protein-26181,1
protein-11317,0
protein-5749,0
protein-5107,0
protein-3232,0
protein-9936,0
protein-54085,1
protein-64422,0
protein-6080,1
protein-3133,0
protein-27064,1
protein-35928,0
protein-45086,1
protein-64525,0
protein-38619,1
protein-7614,1
protein-31633,1
protein-50557,0
protein-33477,0
protein-64331,0
protein-51281,1
protein-31426,1
protein-38282,1
protein-20547,0
protein-12448,1
protein-54760,1
protein-7210,1
protein-4700,0
protein-39365,1
protein-49111,0
protein-50050,0
protein-41448,0
protein-5361,0
protein-64480,1
protein-41529,1
protein-32435,1
protein-63932,0
protein-61286,1
protein-22147,0
protein-21715,0
protein-45595,1
protein-39660,0
protein-59125,1
protein-4531,1
protein-32604,1
protein-55867,0
protein-18283,0
protein-22249,0
protein-28564,1
protein-11714,1
protein-60694,1
protein-19108,0
protein-12419,1
protein-36617,1
protein-53417,1
protein-43866,0
protein-14166,1
protein-12386,1
protein-52124,0
protein-22329,1
protein-35592,1
protein-49552,0
protein-1979,0
protein-49918,0
protein-26116,1
protein-40222,1
protein-47498,0
protein-10762,1
protein-55690,1
protein-45615,1
protein-34787,1
protein-25002,0
protein-57923,0
protein-49325,0
protein-64496,1
protein-6502,1
protein-38874,1
protein-31688,1
protein-24106,0
protein-10255,0
protein-58935,1
protein-57574,0
protein-24634,0
protein-1806,0
protein-46817,1
protein-38648,1
protein-62037,0
protein-41306,1
protein-22347,1
protein-61724,1
protein-45289,1
protein-20852,0
protein-64509,0
protein-434,0
protein-45395,1
protein-9198,1
protein-52459,1
protein-15237,1
protein-47369,0
protein-26680,1
protein-59957,0
protein-7003,1
protein-22977,1
protein-21836,0
protein-40996,0
protein-52525,1
protein-11077,0
protein-42304,0
protein-52659,1
protein-16324,0
protein-51058,1
protein-10553,0
protein-35785,0
protein-37789,0
protein-55192,1
protein-25517,1
protein-30914,0
protein-19578,0
protein-60613,0
protein-14112,0
protein-6146,1
protein-62401,1
protein-52329,0
protein-21239,1
protein-26436,0
protein-22529,1
protein-40170,1
protein-34108,1
protein-38294,1
protein-18381,1
protein-12359,1
protein-38794,1
protein-54379,1
protein-64302,1
protein-39022,1
protein-8035,1
protein-52521,1
protein-16905,1
protein-907,0
protein-31296,1
protein-3990,0
protein-33115,0
protein-25590,1
protein-4047,0
protein-51175,0
protein-1524,0
protein-39805,0
protein-18435,1
protein-48366,0
protein-21248,1
protein-53962,0
protein-21627,1
protein-4045,0
protein-33394,0
protein-32488,1
protein-28664,1
protein-27750,1
protein-18533,1
protein-57586,0
protein-62082,1
protein-42291,0
protein-40239,0
protein-35616,1
protein-51186,0
protein-937,0
protein-18797,0
protein-38284,1
protein-40530,0
protein-915,0
protein-25370,1
protein-44475,1
protein-61174,0
protein-20703,1
protein-20693,0
protein-5928,1
protein-16108,1
protein-28167,1
protein-62334,0
protein-59250,1
protein-1183,0
protein-6529,1
protein-2494,0
protein-50562,0
protein-29526,0
protein-13271,1
protein-14492,0
protein-5135,0
protein-9805,0
protein-33110,0
protein-61692,1
protein-38565,1
protein-32347,1
protein-61751,1
protein-18830,0
protein-4773,0
protein-17017,0
protein-40016,1
protein-12039,1
protein-25991,1
protein-63657,0
protein-60178,0
protein-36792,0
protein-24811,0
protein-18873,0
protein-9764,0
protein-30372,0
protein-3028,0
protein-14296,1
protein-7480,1
protein-23288,0
protein-26037,1
protein-13447,1
protein-21504,1
protein-38449,1
protein-33500,0
protein-17325,0
protein-9842,0
protein-21403,1
protein-45818,1
protein-11606,1
protein-53455,1
protein-3121,1
protein-46593,1
protein-24759,0
protein-34043,0
protein-46552,1
protein-8902,1
protein-32349,1
protein-25668,1
protein-47181,0
protein-28763,1
protein-61176,0
protein-4163,0
protein-54818,1
protein-37776,0
protein-42462,1
protein-41032,0
protein-40602,0
protein-55,0
protein-63479,0
protein-18719,1
protein-46091,1
protein-45725,1
protein-27873,1
protein-4912,0
protein-23404,0
protein-37872,0
protein-57542,1
protein-36740,1
protein-52716,0
protein-57870,0
protein-29729,1
protein-53649,1
protein-17861,0
protein-24165,0
protein-37282,1
protein-8910,1
protein-47512,0
protein-43369,0
protein-59466,0
protein-19248,0
protein-21803,0
protein-4294,1
protein-6384,0
protein-14615,0
protein-13392,1
protein-4789,0
protein-58843,1
protein-6351,0
protein-30539,0
protein-13204,1
protein-30645,0
protein-46991,0
protein-35317,0
protein-58834,1
protein-61748,1
protein-13813,1
protein-53099,0
protein-613,1
protein-4403,0
protein-15506,1
protein-28410,1
protein-44335,1
protein-31879,1
protein-56188,1
protein-9846,0
protein-48204,0
protein-51821,1
protein-58674,1
protein-4400,0
protein-40891,0
protein-42248,0
protein-34874,1
protein-25428,1
protein-57934,0
protein-51662,0
protein-28197,1
protein-42636,0
protein-18155,0
protein-40452,0
protein-21362,1
protein-26403,1
protein-38496,1
protein-9614,0
protein-59990,0
protein-48256,0
protein-30680,0
protein-354,1
protein-29110,0
protein-34008,0
protein-19738,0
protein-14468,0
protein-30453,0
protein-17944,0
protein-39512,0
protein-47445,0
protein-5343,0
protein-24097,0
protein-27374,1
protein-5467,0
protein-48242,0
protein-30948,0
protein-11459,1
protein-37150,1
protein-11210,0
protein-42639,0
protein-59425,0
protein-19915,0
protein-22009,0
protein-19917,0
protein-52160,0
protein-50782,1
protein-18387,1
protein-16746,0
protein-40925,0
protein-33984,0
protein-16599,0
protein-41475,0
protein-27391,1
protein-24926,0
protein-46680,1
protein-30903,0
protein-12511,1
protein-26390,1
protein-36551,1
protein-45293,1
protein-40518,0
protein-16312,0
protein-46225,1
protein-26638,1
protein-57439,1
protein-30192,0
protein-60623,0
protein-5971,1
protein-54362,1
protein-29287,1
protein-31388,1
protein-1318,0
protein-59822,1
protein-14145,1
protein-44776,1
protein-9823,0
protein-1044,0
protein-60110,0
protein-61190,0
protein-1485,0
protein-22978,1
protein-34416,1
protein-28627,1
protein-271,0
protein-48106,0
protein-5170,0
protein-64435,1
protein-5555,0
protein-25912,1
protein-52838,1
protein-32425,1
protein-22751,1
protein-55111,0
protein-45865,1
protein-52365,0
protein-30114,0
protein-44938,1
protein-53759,1
protein-6624,1
protein-31334,1
protein-60255,0
protein-46513,1
protein-17527,0
protein-5995,1
protein-28803,1
protein-47214,0
protein-16542,0
protein-56664,0
protein-14774,0
protein-42065,1
protein-55869,0
protein-10181,0
protein-35270,0
protein-7278,1
protein-47739,0
protein-43313,0
protein-18849,0
protein-21981,0
protein-50325,1
protein-6433,1
protein-25424,1
protein-1401,1
protein-29437,0
protein-58703,1
protein-49737,0
protein-53864,0
protein-28497,1
protein-3799,0
protein-9352,0
protein-40287,0
protein-60862,0
protein-47288,0
protein-46412,1
protein-10884,0
protein-8664,1
protein-1132,0
protein-24713,0
protein-30513,0
protein-23121,1
protein-51875,1
protein-52313,0
protein-37795,0
protein-18139,0
protein-33694,0
protein-49758,0
protein-48046,0
protein-32036,0
protein-23540,0
protein-55978,1
protein-58905,1
protein-55235,1
protein-32869,0
protein-41340,1
protein-37008,1
protein-49613,0
protein-5684,0
protein-28819,1
protein-56679,0
protein-61559,1
protein-9142,1
protein-52136,0
protein-4999,0
protein-26822,0
protein-12543,1
protein-49490,0
protein-32679,1
protein-35314,0
protein-47720,0
protein-41219,1
protein-51748,1
protein-58167,0
protein-24523,0
protein-51545,0
protein-16431,0
protein-25829,1
protein-5611,0
protein-4811,0
protein-15201,1
protein-57461,1
protein-19867,1
protein-47440,0
protein-11888,1
protein-27994,1
protein-42235,1
protein-46877,0
protein-59282,1
protein-16333,0
protein-44204,0
protein-13720,1
protein-55813,0
protein-21762,0
protein-20187,0
protein-7564,1
protein-1585,0
protein-32366,1
protein-17557,0
protein-30077,0
protein-11779,1
protein-36515,1
protein-23996,0
protein-42017,1
protein-32123,0
protein-28604,1
protein-2087,0
protein-59267,1
protein-3174,1
protein-53147,0
protein-39986,0
protein-8421,1
protein-54903,0
protein-11314,0
protein-16424,0
protein-63429,0
protein-6683,1
protein-31330,1
protein-62218,1
protein-28592,1
protein-15178,1
protein-55840,0
protein-14234,1
protein-59953,0
protein-26265,1
protein-61703,1
protein-51598,0
protein-8756,1
protein-42883,0
protein-30279,1
protein-11904,1
protein-42441,1
protein-45872,1
protein-31188,1
protein-61832,1
protein-36598,1
protein-58677,1
protein-1060,0
protein-59629,0
protein-20658,1
protein-21814,0
protein-9442,0
protein-12355,1
protein-3076,1
protein-17458,0
protein-2894,1
protein-39584,1
protein-14400,0
protein-59858,0
protein-64115,0
protein-41807,1
protein-61009,1
protein-38875,1
protein-33781,0
protein-11505,1
protein-11494,1
protein-40465,0
protein-59246,1
protein-2332,1
protein-13014,1
protein-5477,0
protein-6007,1
protein-39716,0
protein-61851,1
protein-13244,1
protein-7977,1
protein-1165,0
protein-50269,1
protein-39109,1
protein-51067,1
protein-58254,0
protein-31531,1
protein-28684,1
protein-31164,1
protein-15042,1
protein-35625,1
protein-3086,1
protein-41193,1
protein-7129,1
protein-15277,1
protein-53973,0
protein-18528,0
protein-11853,1
protein-51043,1
protein-25485,1
protein-11513,1
protein-22233,0
protein-21583,1
protein-36368,0
protein-24288,0
protein-53996,0
protein-33669,0
protein-31118,1
protein-20628,1
protein-5266,0
protein-60958,1
protein-44177,0
protein-28840,1
protein-54617,1
protein-54493,0
protein-20215,1
protein-397,0
protein-4108,0
protein-22238,0
protein-13672,1
protein-23097,1
protein-49871,0
protein-43101,0
protein-12533,1
protein-14505,0
protein-17878,0
protein-47818,0
protein-13947,1
protein-30720,0
protein-54023,0
protein-47285,0
protein-18964,0
protein-417,0
protein-29930,1
protein-48051,0
protein-30253,1
protein-49383,0
protein-39158,1
protein-25086,1
protein-3432,0
protein-37179,1
protein-3190,1
protein-32881,0
protein-39177,1
protein-57077,1
protein-60746,1
protein-23633,0
protein-7479,1
protein-15543,1
protein-10709,1
protein-22042,0
protein-6112,1
protein-4645,1
protein-6180,1
protein-53775,1
protein-4071,1
protein-26688,1
protein-4880,0
protein-6235,0
protein-34289,1
protein-9520,0
protein-30850,0
protein-39705,0
protein-7056,1
protein-30554,0
protein-30418,0
protein-18492,0
protein-7482,1
protein-1006,0
protein-49835,0
protein-36025,0
protein-31210,1
protein-28508,1
protein-43383,0
protein-27007,1
protein-39581,1
protein-53573,0
protein-49873,0
protein-55426,1
protein-51110,1
protein-5758,0
protein-27363,1
protein-4173,0
protein-64338,0
protein-49497,0
protein-28749,1
protein-18674,0
protein-15364,1
protein-19861,1
protein-8515,1
protein-63623,0
protein-41530,1
protein-13934,1
protein-43837,0
protein-56300,1
protein-4466,0
protein-2936,1
protein-38731,1
protein-32594,1
protein-9591,0
protein-42959,0
protein-52470,1
protein-2361,1
protein-32416,1
protein-20934,1
protein-30851,0
protein-11467,1
protein-13191,1
protein-34123,1
protein-62695,1
protein-44751,1
protein-40749,1
protein-52144,0
protein-24987,0
protein-33627,0
protein-12372,1
protein-54544,1
protein-41320,1
protein-40805,0
protein-46946,0
protein-44043,0
protein-17888,0
protein-40260,0
protein-18593,0
protein-17938,0
protein-25296,0
protein-33345,1
protein-37230,1
protein-9799,0
protein-21440,1
protein-5712,0
protein-43145,0
protein-35265,0
protein-47432,0
protein-16535,0
protein-18399,1
protein-55590,0
protein-49404,0
protein-60637,0
protein-63090,0
protein-40680,0
protein-45055,1
protein-3930,0
protein-23758,0
protein-50871,1
protein-3586,0
protein-35178,0
protein-27149,1
protein-55079,0
protein-43590,0
protein-52963,0
protein-41163,1
protein-26553,0
protein-45880,1
protein-63462,0
protein-21431,1
protein-849,1
protein-40842,0
protein-43959,1
protein-62240,1
protein-34984,1
protein-58779,1
protein-62025,0
protein-11715,1
protein-45942,1
protein-7823,1
protein-8189,1
protein-33042,0
protein-37145,1
protein-43343,0
protein-53047,1
protein-55142,1
protein-57547,1
protein-42911,0
protein-41455,0
protein-20669,1
protein-3661,0
protein-35119,0
protein-12897,1
protein-54709,1
protein-49168,0
protein-12970,1
protein-47661,0
protein-43260,0
protein-37062,1
protein-53851,0
protein-6688,1
protein-64522,0
protein-20353,1
protein-33413,0
protein-11814,1
protein-48117,0
protein-31180,1
protein-48342,0
protein-37837,0
protein-58746,1
protein-59355,0
protein-44343,1
protein-41243,1
protein-20155,0
protein-35751,0
protein-48907,0
protein-61637,1
protein-36458,1
protein-27737,1
protein-34115,1
protein-38163,1
protein-33466,0
protein-14113,0
protein-24783,0
protein-27828,1
protein-36218,0
protein-50969,1
protein-22431,1
protein-58499,0
protein-37830,0
protein-27211,1
protein-23569,0
protein-22568,1
protein-6197,1
protein-19560,0
protein-59262,1
protein-41682,1
protein-64342,0
protein-51557,0
protein-1315,0
protein-31135,1
protein-40553,0
protein-645,1
protein-41133,0
protein-54684,1
protein-33665,0
protein-47979,0
protein-4884,0
protein-19849,1
protein-26681,1
protein-10724,1
protein-60432,1
protein-4569,1
protein-13099,1
protein-7163,1
protein-5206,0
protein-1581,0
protein-45874,1
protein-3336,0
protein-43557,0
protein-51697,0
protein-45636,1
protein-16299,0
protein-35050,1
protein-23647,0
protein-28421,1
protein-44599,1
protein-45601,1
protein-9285,0
protein-28548,1
protein-5876,1
protein-12567,1
protein-10435,1
protein-30938,0
protein-32470,1
protein-59564,1
protein-5069,0
protein-29642,1
protein-56191,1
protein-8364,1
protein-42711,1
protein-55671,1
protein-29155,0
protein-12075,1
protein-737,0
protein-2759,0
protein-58517,0
protein-36174,1
protein-50755,1
protein-56934,1
protein-27926,1
protein-59020,1
protein-2350,1
protein-33319,1
protein-26815,0
protein-50359,1
protein-26828,0
protein-43378,0
protein-44013,1
protein-32539,1
protein-5131,0
protein-12002,1
protein-44062,0
protein-41228,1
protein-9406,0
protein-47598,0
protein-1492,0
protein-57140,1
protein-26060,1
protein-60238,0
protein-20420,1
protein-9989,0
protein-24744,0
protein-238,0
protein-62400,1
protein-61591,1
protein-19429,0
protein-3137,0
protein-14108,0
protein-25570,1
protein-944,0
